Date : 2025-12-04 10:54:59
Directory : /Users/marie/Documents/GBO-Updated
Total : 362 files,  18888 codes, 912 comments, 1969 blanks, all 21769 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| /Users/marie/Documents/GBO-Updated/lib/screens/to_software_screen.dart                                              | Dart         |      2,380 |        142 |        151 |      2,673 |
| /Users/marie/Documents/GBO-Updated/lib/screens/tournament_creation_wizard.dart                                      | Dart         |      1,577 |         44 |         70 |      1,691 |
| /Users/marie/Documents/GBO-Updated/lib/screens/tournament_detail_screen.dart                                        | Dart         |      2,596 |         68 |        138 |      2,802 |
| /Users/marie/Documents/GBO-Updated/lib/screens/tournament_edit_screen.dart                                          | Dart         |     11,563 |        511 |        728 |     12,802 |
| /Users/marie/Documents/GBO-Updated/lib/screens/tournament_games_screen.dart                                         | Dart         |        754 |         34 |         45 |        833 |
| /Users/marie/Documents/GBO-Updated/lib/screens/tournament_management_screen.dart                                    | Dart         |        920 |         37 |         58 |      1,015 |
| /Users/marie/Documents/GBO-Updated/lib/screens/tournament_results_screen.dart                                       | Dart         |      1,251 |         79 |        106 |      1,436 |
| /Users/marie/Documents/GBO-Updated/lib/screens/user_role_management_screen.dart                                     | Dart         |      1,235 |         34 |        109 |      1,378 |
| /Users/marie/Documents/GBO-Updated/lib/screens/wallpaper_screen.dart                                                | Dart         |        307 |         29 |         38 |        374 |
| /Users/marie/Documents/GBO-Updated/lib/services/auth_service.dart                                                   | Dart         |        539 |         67 |         89 |        695 |
| /Users/marie/Documents/GBO-Updated/lib/services/city_service.dart                                                   | Dart         |        319 |         37 |         74 |        430 |
| /Users/marie/Documents/GBO-Updated/lib/services/club_service.dart                                                   | Dart         |        112 |         10 |         11 |        133 |
| /Users/marie/Documents/GBO-Updated/lib/services/coach_auth_monitoring_service.dart                                  | Dart         |        265 |         33 |         53 |        351 |
| /Users/marie/Documents/GBO-Updated/lib/services/court_service.dart                                                  | Dart         |        118 |         15 |         20 |        153 |
| /Users/marie/Documents/GBO-Updated/lib/services/custom_notification_service.dart                                    | Dart         |        204 |         19 |         25 |        248 |
| /Users/marie/Documents/GBO-Updated/lib/services/delegate_service.dart                                               | Dart         |        139 |         23 |         27 |        189 |
| /Users/marie/Documents/GBO-Updated/lib/services/donation_service.dart                                               | Dart         |        100 |         11 |         19 |        130 |
| /Users/marie/Documents/GBO-Updated/lib/services/face_id_service.dart                                                | Dart         |        355 |         22 |         63 |        440 |
| /Users/marie/Documents/GBO-Updated/lib/services/game_scheduler.dart                                                 | Dart         |        611 |         85 |        118 |        814 |
| /Users/marie/Documents/GBO-Updated/lib/services/game_service.dart                                                   | Dart         |        535 |         68 |        117 |        720 |
| /Users/marie/Documents/GBO-Updated/lib/services/game_squad_service.dart                                             | Dart         |        300 |         25 |         44 |        369 |
| /Users/marie/Documents/GBO-Updated/lib/services/kanban_service.dart                                                 | Dart         |        325 |         15 |         37 |        377 |
| /Users/marie/Documents/GBO-Updated/lib/services/live_scoring_service.dart                                           | Dart         |        394 |         40 |         66 |        500 |
| /Users/marie/Documents/GBO-Updated/lib/services/managed_account_service.dart                                        | Dart         |        439 |         54 |         78 |        571 |
| /Users/marie/Documents/GBO-Updated/lib/services/notification_monitoring_service.dart                                | Dart         |        272 |         30 |         47 |        349 |
| /Users/marie/Documents/GBO-Updated/lib/services/player_service.dart                                                 | Dart         |        227 |         17 |         25 |        269 |
| /Users/marie/Documents/GBO-Updated/lib/services/preloader_service.dart                                              | Dart         |         85 |         12 |         18 |        115 |
| /Users/marie/Documents/GBO-Updated/lib/services/preset_service.dart                                                 | Dart         |        105 |          3 |         17 |        125 |
| /Users/marie/Documents/GBO-Updated/lib/services/recent_accounts_service.dart                                        | Dart         |        135 |         24 |         33 |        192 |
| /Users/marie/Documents/GBO-Updated/lib/services/referee_invitation_monitoring_service.dart                          | Dart         |        403 |         38 |         70 |        511 |
| /Users/marie/Documents/GBO-Updated/lib/services/referee_service.dart                                                | Dart         |        294 |         39 |         47 |        380 |
| /Users/marie/Documents/GBO-Updated/lib/services/stripe_service.dart                                                 | Dart         |        152 |         11 |         24 |        187 |
| /Users/marie/Documents/GBO-Updated/lib/services/team_manager_service.dart                                           | Dart         |        211 |         14 |         26 |        251 |
| /Users/marie/Documents/GBO-Updated/lib/services/team_service.dart                                                   | Dart         |        193 |         38 |         42 |        273 |
| /Users/marie/Documents/GBO-Updated/lib/services/tournament_service.dart                                             | Dart         |        702 |        110 |        147 |        959 |
| /Users/marie/Documents/GBO-Updated/lib/utils/app_colors.dart                                                        | Dart         |         33 |          8 |          8 |         49 |
| /Users/marie/Documents/GBO-Updated/lib/utils/bracket_id_helper.dart                                                 | Dart         |        137 |         15 |         16 |        168 |
| /Users/marie/Documents/GBO-Updated/lib/utils/bracket_templates.dart                                                 | Dart         |        292 |         18 |         27 |        337 |
| /Users/marie/Documents/GBO-Updated/lib/utils/debug_filter.dart                                                      | Dart         |         18 |          4 |          4 |         26 |
| /Users/marie/Documents/GBO-Updated/lib/utils/firebase_cities_helper.dart                                            | Dart         |        167 |         23 |         29 |        219 |
| /Users/marie/Documents/GBO-Updated/lib/utils/responsive_helper.dart                                                 | Dart         |         25 |          0 |          5 |         30 |
| /Users/marie/Documents/GBO-Updated/lib/utils/version_helper.dart                                                    | Dart         |         34 |          6 |          8 |         48 |
| /Users/marie/Documents/GBO-Updated/lib/utils/web_helper.dart                                                        | Dart         |         12 |          5 |          1 |         18 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/admin_face_id_overlay.dart                                           | Dart         |        218 |          5 |         19 |        242 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/advanced_scheduling_dialog.dart                                      | Dart         |        763 |          9 |         51 |        823 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/coach_auth_overlay.dart                                              | Dart         |        510 |         19 |         41 |        570 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/create_task_dialog.dart                                              | Dart         |        613 |         11 |         40 |        664 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/custom_bracket_builder.dart                                          | Dart         |      2,943 |        140 |        253 |      3,336 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/face_id_dialog.dart                                                  | Dart         |        321 |         11 |         24 |        356 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/gbo_loader.dart                                                      | Dart         |        127 |          0 |         11 |        138 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/kanban_task_card.dart                                                | Dart         |        294 |         10 |         20 |        324 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/login_face_id_overlay.dart                                           | Dart         |        445 |         23 |         40 |        508 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/mixed_font_title.dart                                                | Dart         |         23 |          0 |          3 |         26 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/notification_status_widget.dart                                      | Dart         |        202 |          7 |         20 |        229 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/recent_accounts_widget.dart                                          | Dart         |        322 |          3 |         21 |        346 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/referee_invitation_bottom_overlay.dart                               | Dart         |        737 |         23 |         32 |        792 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/referee_invitation_dialog.dart                                       | Dart         |        308 |          7 |         20 |        335 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/responsive_card.dart                                                 | Dart         |        107 |          0 |         12 |        119 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/responsive_dashboard.dart                                            | Dart         |        139 |          2 |         10 |        151 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/responsive_layout.dart                                               | Dart         |        129 |          0 |          9 |        138 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/side_navigation.dart                                                 | Dart         |      1,715 |         55 |         99 |      1,869 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/state_dropdown.dart                                                  | Dart         |        203 |          5 |         18 |        226 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/task_detail_dialog.dart                                              | Dart         |      1,170 |         15 |         86 |      1,271 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/team_avatar.dart                                                     | Dart         |        103 |          2 |         11 |        116 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/tournament_overview.dart                                             | Dart         |        162 |          9 |         11 |        182 |
| /Users/marie/Documents/GBO-Updated/lib/widgets/tournament_timeline.dart                                             | Dart         |        979 |         40 |         65 |      1,084 |
| /Users/marie/Documents/GBO-Updated/live-graphics/gbo-overlay.html                                                   | HTML         |        536 |          5 |         63 |        604 |
| /Users/marie/Documents/GBO-Updated/live-graphics/graphics/css/common.css                                            | PostCSS      |          0 |          0 |          1 |          1 |
| /Users/marie/Documents/GBO-Updated/live-graphics/graphics/css/lower-third.css                                       | PostCSS      |          0 |          0 |          1 |          1 |
| /Users/marie/Documents/GBO-Updated/live-graphics/graphics/css/scoreboard.css                                        | PostCSS      |          0 |          0 |          1 |          1 |
| /Users/marie/Documents/GBO-Updated/live-graphics/graphics/css/team-display.css                                      | PostCSS      |          0 |          0 |          1 |          1 |
| /Users/marie/Documents/GBO-Updated/live-graphics/graphics/css/tournament-banner.css                                 | PostCSS      |          0 |          0 |          1 |          1 |
| /Users/marie/Documents/GBO-Updated/live-graphics/graphics/js/common.js                                              | JavaScript   |          0 |          0 |          1 |          1 |
| /Users/marie/Documents/GBO-Updated/live-graphics/graphics/lower-third.html                                          | HTML         |          0 |          0 |          1 |          1 |
| /Users/marie/Documents/GBO-Updated/live-graphics/graphics/scoreboard.html                                           | HTML         |          0 |          0 |          1 |          1 |
| /Users/marie/Documents/GBO-Updated/live-graphics/graphics/team-display.html                                         | HTML         |          0 |          0 |          1 |          1 |
| /Users/marie/Documents/GBO-Updated/live-graphics/graphics/tournament-banner.html                                    | HTML         |          0 |          0 |          1 |          1 |
| /Users/marie/Documents/GBO-Updated/live-graphics/package.json                                                       | JSON         |          0 |          0 |          1 |          1 |
| /Users/marie/Documents/GBO-Updated/pubspec.yaml                                                                     | YAML         |         57 |         23 |          8 |         88 |
| /Users/marie/Documents/GBO-Updated/test/widget_test.dart                                                            | Dart         |          8 |          8 |          5 |         21 |
| /Users/marie/Documents/GBO-Updated/web/console_filter.js                                                            | JavaScript   |         36 |          7 |          8 |         51 |
| /Users/marie/Documents/GBO-Updated/web/index.html                                                                   | HTML         |        178 |         24 |         27 |        229 |
| /Users/marie/Documents/GBO-Updated/web/manifest.json                                                                | JSON         |         38 |          0 |          1 |         39 |
| /Users/marie/Documents/GitHub/GBO-Updated/.github/workflows/firebase-hosting-merge.yml                              | YAML         |        -22 |         -2 |         -2 |        -26 |
| /Users/marie/Documents/GitHub/GBO-Updated/.github/workflows/firebase-hosting-pull-request.yml                       | YAML         |        -23 |         -2 |         -2 |        -27 |
| /Users/marie/Documents/GitHub/GBO-Updated/BUILD_SCRIPTS.md                                                          | Markdown     |        -67 |          0 |        -18 |        -85 |
| /Users/marie/Documents/GitHub/GBO-Updated/GBO-Updated/pubspec.yaml                                                  | YAML         |        -12 |          0 |         -2 |        -14 |
| /Users/marie/Documents/GitHub/GBO-Updated/README.md                                                                 | Markdown     |        -65 |          0 |        -25 |        -90 |
| /Users/marie/Documents/GitHub/GBO-Updated/analysis_options.yaml                                                     | YAML         |         -3 |        -22 |         -4 |        -29 |
| /Users/marie/Documents/GitHub/GBO-Updated/build.sh                                                                  | Shell Script |       -112 |        -12 |        -18 |       -142 |
| /Users/marie/Documents/GitHub/GBO-Updated/build_and_bump.sh                                                         | Shell Script |        -57 |        -10 |        -12 |        -79 |
| /Users/marie/Documents/GitHub/GBO-Updated/build_android.sh                                                          | Shell Script |        -59 |        -11 |        -13 |        -83 |
| /Users/marie/Documents/GitHub/GBO-Updated/bump_major.sh                                                             | Shell Script |         -7 |         -5 |         -5 |        -17 |
| /Users/marie/Documents/GitHub/GBO-Updated/bump_minor.sh                                                             | Shell Script |         -7 |         -5 |         -5 |        -17 |
| /Users/marie/Documents/GitHub/GBO-Updated/bump_version.sh                                                           | Shell Script |         -7 |         -5 |         -5 |        -17 |
| /Users/marie/Documents/GitHub/GBO-Updated/deploy.sh                                                                 | Shell Script |        -31 |         -4 |         -9 |        -44 |
| /Users/marie/Documents/GitHub/GBO-Updated/firebase.json                                                             | JSON         |        -27 |          0 |         -1 |        -28 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/AppWidgetTest/AppIntent.swift                                         | Swift        |         -8 |         -7 |         -4 |        -19 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/AppWidgetTest/AppWidgetTest.swift                                     | Swift        |        -62 |        -10 |        -17 |        -89 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/AppWidgetTest/AppWidgetTestBundle.swift                               | Swift        |        -10 |         -6 |         -3 |        -19 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/AppWidgetTest/AppWidgetTestControl.swift                              | Swift        |        -56 |         -7 |        -15 |        -78 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/AppWidgetTest/AppWidgetTestLiveActivity.swift                         | Swift        |        -59 |        -12 |        -10 |        -81 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/AppWidgetTest/Assets.xcassets/AccentColor.colorset/Contents.json      | JSON         |        -11 |          0 |         -1 |        -12 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/AppWidgetTest/Assets.xcassets/AppIcon.appiconset/Contents.json        | JSON         |        -35 |          0 |         -1 |        -36 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/AppWidgetTest/Assets.xcassets/Contents.json                           | JSON         |         -6 |          0 |         -1 |         -7 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/AppWidgetTest/Assets.xcassets/WidgetBackground.colorset/Contents.json | JSON         |        -11 |          0 |         -1 |        -12 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/GBOWidget/AppIntent.swift                                             | Swift        |         -8 |         -7 |         -4 |        -19 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/GBOWidget/Assets.xcassets/AccentColor.colorset/Contents.json          | JSON         |        -11 |          0 |         -1 |        -12 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/GBOWidget/Assets.xcassets/AppIcon.appiconset/Contents.json            | JSON         |        -35 |          0 |         -1 |        -36 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/GBOWidget/Assets.xcassets/Contents.json                               | JSON         |         -6 |          0 |         -1 |         -7 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/GBOWidget/Assets.xcassets/WidgetBackground.colorset/Contents.json     | JSON         |        -11 |          0 |         -1 |        -12 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/GBOWidget/GBOWidget.swift                                             | Swift        |        -62 |        -10 |        -17 |        -89 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/GBOWidget/GBOWidgetBundle.swift                                       | Swift        |        -10 |         -6 |         -3 |        -19 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/GBOWidget/GBOWidgetControl.swift                                      | Swift        |        -56 |         -7 |        -15 |        -78 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/GBOWidget/GBOWidgetLiveActivity.swift                                 | Swift        |       -101 |         -4 |        -17 |       -122 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/Runner/AppDelegate.swift                                              | Swift        |       -640 |        -44 |       -146 |       -830 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json               | JSON         |        -38 |          0 |         -1 |        -39 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/Runner/Assets.xcassets/Contents.json                                  | JSON         |         -6 |          0 |         -1 |         -7 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/Runner/Assets.xcassets/LaunchImage.imageset/Contents.json             | JSON         |        -23 |          0 |         -1 |        -24 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md                 | Markdown     |         -3 |          0 |         -2 |         -5 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/Runner/Assets.xcassets/gbo_icon.dataset/Contents.json                 | JSON         |        -12 |          0 |         -1 |        -13 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/Runner/Assets.xcassets/logo.imageset/Contents.json                    | JSON         |        -21 |          0 |         -1 |        -22 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/Runner/Base.lproj/LaunchScreen.storyboard                             | XML          |        -36 |         -1 |         -1 |        -38 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/Runner/Base.lproj/Main.storyboard                                     | XML          |        -28 |         -1 |         -1 |        -30 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/Runner/Runner-Bridging-Header.h                                       | C++          |         -1 |          0 |         -1 |         -2 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/RunnerTests/RunnerTests.swift                                         | Swift        |         -7 |         -2 |         -4 |        -13 |
| /Users/marie/Documents/GitHub/GBO-Updated/ios/SETUP_INSTRUCTIONS.md                                                 | Markdown     |        -71 |          0 |        -20 |        -91 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/data/german_cities.dart                                               | Dart         |     -2,222 |         -6 |        -14 |     -2,242 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/firebase_config.dart                                                  | Dart         |        -51 |         -3 |         -6 |        -60 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/main.dart                                                             | Dart         |       -110 |         -5 |        -11 |       -126 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/models/club.dart                                                      | Dart         |        -94 |          0 |         -6 |       -100 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/models/coach_auth_request.dart                                        | Dart         |       -152 |          0 |         -9 |       -161 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/models/court.dart                                                     | Dart         |        -94 |         -3 |         -7 |       -104 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/models/delegate.dart                                                  | Dart         |        -96 |         -2 |        -11 |       -109 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/models/device.dart                                                    | Dart         |        -44 |          0 |         -5 |        -49 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/models/game.dart                                                      | Dart         |       -249 |         -2 |        -26 |       -277 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/models/game_event.dart                                                | Dart         |       -220 |          0 |        -24 |       -244 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/models/game_squad.dart                                                | Dart         |       -185 |          0 |        -17 |       -202 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/models/kanban_board.dart                                              | Dart         |        -80 |          0 |         -6 |        -86 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/models/kanban_task.dart                                               | Dart         |       -282 |          0 |        -17 |       -299 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/models/managed_account.dart                                           | Dart         |       -161 |          0 |        -17 |       -178 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/models/player.dart                                                    | Dart         |        -93 |          0 |         -7 |       -100 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/models/referee.dart                                                   | Dart         |       -154 |         -6 |        -21 |       -181 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/models/team.dart                                                      | Dart         |        -63 |          0 |         -5 |        -68 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/models/team_manager.dart                                              | Dart         |        -76 |          0 |         -5 |        -81 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/models/tournament.dart                                                | Dart         |       -609 |        -28 |        -64 |       -701 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/models/tournament_criteria.dart                                       | Dart         |       -304 |        -26 |        -27 |       -357 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/models/user.dart                                                      | Dart         |       -141 |         -5 |        -10 |       -156 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/bulk_add_delegates_screen.dart                                | Dart         |       -327 |         -2 |        -27 |       -356 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/bulk_add_players_screen.dart                                  | Dart         |       -610 |        -19 |        -47 |       -676 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/bulk_add_referees_screen.dart                                 | Dart         |       -558 |        -25 |        -39 |       -622 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/bulk_add_teams_screen.dart                                    | Dart         |       -647 |        -40 |        -44 |       -731 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/club_form_screen.dart                                         | Dart         |       -606 |         -5 |        -34 |       -645 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/club_management_screen.dart                                   | Dart         |       -898 |        -22 |        -61 |       -981 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/custom_notification_screen.dart                               | Dart         |     -1,347 |        -22 |       -100 |     -1,469 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/delegate_management_screen.dart                               | Dart         |       -758 |         -9 |        -36 |       -803 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/division_pools_screen.dart                                    | Dart         |       -278 |        -13 |        -39 |       -330 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/home_screen.dart                                              | Dart         |       -383 |        -38 |        -37 |       -458 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/kanban_board_screen.dart                                      | Dart         |       -712 |        -19 |        -58 |       -789 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/login_screen.dart                                             | Dart         |     -1,419 |        -65 |       -109 |     -1,593 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/managed_account_screen.dart                                   | Dart         |     -1,815 |        -10 |        -85 |     -1,910 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/new_division_pools_screen.dart                                | Dart         |     -2,904 |       -177 |       -232 |     -3,313 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/player_management_screen.dart                                 | Dart         |       -529 |        -12 |        -34 |       -575 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/preset_management_screen.dart                                 | Dart         |       -585 |        -15 |        -40 |       -640 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/preset_selection_screen.dart                                  | Dart         |     -1,055 |        -38 |        -80 |     -1,173 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/profile_settings_screen.dart                                  | Dart         |       -367 |         -5 |        -21 |       -393 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/referee_dashboard_screen.dart                                 | Dart         |       -784 |        -22 |        -49 |       -855 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/referee_games_screen.dart                                     | Dart         |       -401 |        -26 |        -50 |       -477 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/referee_management_screen.dart                                | Dart         |       -898 |        -11 |        -43 |       -952 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/roster_creation_screen.dart                                   | Dart         |       -393 |        -18 |        -31 |       -442 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/scoring_tablet_screen.dart                                    | Dart         |     -5,727 |       -253 |       -348 |     -6,328 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/squad_selection_screen.dart                                   | Dart         |       -652 |        -11 |        -60 |       -723 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/team_club_migration_screen.dart                               | Dart         |       -635 |         -7 |        -36 |       -678 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/team_detail_screen.dart                                       | Dart         |     -1,075 |        -16 |        -64 |     -1,155 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/team_edit_screen.dart                                         | Dart         |     -1,669 |        -29 |       -104 |     -1,802 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/team_form_screen.dart                                         | Dart         |       -694 |        -20 |        -33 |       -747 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/team_games_view.dart                                          | Dart         |       -398 |        -15 |        -43 |       -456 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/team_management_screen.dart                                   | Dart         |     -1,109 |        -32 |        -70 |     -1,211 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/team_manager_management_screen.dart                           | Dart         |       -386 |          0 |        -28 |       -414 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/team_tournament_registration_screen.dart                      | Dart         |       -669 |         -8 |        -37 |       -714 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/tournament_creation_wizard.dart                               | Dart         |     -1,565 |        -43 |        -68 |     -1,676 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/tournament_detail_screen.dart                                 | Dart         |     -2,596 |        -68 |       -138 |     -2,802 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/tournament_edit_screen.dart                                   | Dart         |    -11,001 |       -473 |       -682 |    -12,156 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/tournament_games_screen.dart                                  | Dart         |       -754 |        -34 |        -45 |       -833 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/tournament_management_screen.dart                             | Dart         |       -920 |        -37 |        -58 |     -1,015 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/screens/user_role_management_screen.dart                              | Dart         |     -1,276 |        -32 |       -107 |     -1,415 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/services/auth_service.dart                                            | Dart         |       -466 |        -59 |        -75 |       -600 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/services/club_service.dart                                            | Dart         |       -112 |        -10 |        -11 |       -133 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/services/coach_auth_monitoring_service.dart                           | Dart         |       -265 |        -33 |        -53 |       -351 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/services/court_service.dart                                           | Dart         |       -118 |        -15 |        -20 |       -153 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/services/custom_notification_service.dart                             | Dart         |       -204 |        -19 |        -25 |       -248 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/services/delegate_service.dart                                        | Dart         |       -139 |        -23 |        -27 |       -189 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/services/face_id_service.dart                                         | Dart         |       -271 |        -22 |        -54 |       -347 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/services/game_scheduler.dart                                          | Dart         |       -611 |        -85 |       -118 |       -814 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/services/game_service.dart                                            | Dart         |       -535 |        -68 |       -117 |       -720 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/services/game_squad_service.dart                                      | Dart         |       -300 |        -25 |        -44 |       -369 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/services/kanban_service.dart                                          | Dart         |       -320 |        -11 |        -34 |       -365 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/services/live_scoring_service.dart                                    | Dart         |       -394 |        -40 |        -66 |       -500 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/services/managed_account_service.dart                                 | Dart         |       -319 |        -39 |        -54 |       -412 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/services/notification_monitoring_service.dart                         | Dart         |       -272 |        -30 |        -47 |       -349 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/services/player_service.dart                                          | Dart         |       -206 |        -16 |        -25 |       -247 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/services/preloader_service.dart                                       | Dart         |        -85 |        -12 |        -18 |       -115 |
| /Users/marie/Documents/GitHub/GBO-Updated/lib/services/preset_service.dart                                          | Dart         |       -105 |         -3 |        -17 |       -125 |
